Employee Name,Employee ID,Applicant Source,Status,CV Submission Date,CV Review,HR Interview Date,HR Interview,Hiring  Date,Manager Interview,Gender,Department,Job Type,Exit Date,Exit Type,Exit Reason,Years of Experience,Salary,Bonus,Last Performance Rating,Promotion Date,Training Hours Completed,Satisfaction Score,Engagement Score,Number of  Leaves
Glenn Tucker,918876ce,Online Application,Hired,09-05-2021,Failed,25-04-2020,Failed,30-07-2022,Failed,Female,Operations,Part-time,,,Layoff,4,107227,6049,5,,34,3,10,4
Timothy Miller,c9f49a28,Online Application,Hired,11-06-2021,Failed,13-01-2020,Failed,26-04-2020,Failed,Female,Sales,Full-time,11-07-2020,Voluntary,Retirement,12,83527,11323,3,05-05-2024,86,1,3,9
Tammy Austin,d59a410f,Online Application,Hired,02-04-2024,Failed,06-02-2020,Failed,03-01-2024,Failed,Female,Sales,Contract,,Involuntary,Personal Reasons,6,101758,13655,2,,173,6,5,3
Jason Castillo,901190c5,Internal,New hire,03-11-2023,Passed,10-11-2021,Passed,16-01-2023,Failed,Female,Marketing,Part-time,,,,23,44574,14028,3,,63,8,8,13
Sandra Meadows,31f7ea84,Agency,Hired,29-03-2021,Failed,30-12-2022,Failed,27-04-2022,Passed,Female,Sales,Part-time,14-02-2024,Voluntary,Retirement,5,103176,6225,4,,115,9,1,13
Stephanie Rodgers,f370d7f5,Agency,Hired,20-09-2022,Passed,06-04-2022,Failed,17-07-2021,Failed,Other,Sales,Part-time,11-07-2020,Involuntary,Layoff,13,98454,16315,3,06-04-2023,15,1,9,12
Katelyn Hernandez MD,948c0f35,Internal,Hired,25-07-2022,Passed,14-07-2023,Passed,10-06-2022,Failed,Male,IT,Full-time,03-04-2024,Involuntary,Other,22,47990,6092,1,,7,5,10,14
Terri Wright,2756090a,Internal,Hired,09-08-2020,Failed,30-10-2023,Passed,14-07-2023,Failed,Female,Operations,Full-time,,Voluntary,Retirement,27,65886,4720,2,,23,6,3,6
Steven Collins,fb45d80d,Agency,Hired,23-06-2022,Passed,24-12-2022,Passed,24-02-2024,Passed,Male,Operations,Contract,11-07-2020,Involuntary,Other,4,70319,15492,1,18-01-2024,166,5,8,4
Bobby Stone,5fd5f3e3,Internal,Hired,23-04-2023,Failed,02-05-2021,Passed,26-03-2022,Failed,Other,HR,Full-time,,,Other,26,136614,9578,3,,145,9,8,2
Steven Woodard,376e77c7,Agency,Hired,23-01-2024,Passed,05-11-2021,Passed,31-12-2020,Failed,Female,HR,Contract,11-07-2020,Voluntary,Termination,26,120212,14305,2,11-07-2021,33,8,1,1
Larry Smith,425d4cd0,Online Application,Hired,19-10-2021,Failed,22-04-2020,Failed,07-01-2021,Failed,Other,HR,Contract,,Involuntary,Layoff,14,115166,8820,4,13-12-2023,140,4,6,9
Margaret Williams,150d4003,Agency,Hired,20-07-2023,Passed,15-05-2020,Passed,28-02-2022,Passed,Female,Sales,Full-time,,Involuntary,Personal Reasons,14,56423,3475,3,,109,5,3,14
Robert Martin,27f1f394,Agency,Hired,04-11-2023,Passed,20-09-2021,Failed,21-10-2020,Failed,Male,Operations,Part-time,13-07-2023,Involuntary,Retirement,23,140998,3561,4,18-09-2023,128,7,6,9
Christina Barnes,01735d16,Agency,Hired,19-09-2023,Failed,10-02-2023,Passed,13-03-2021,Failed,Other,IT,Contract,,Involuntary,Other,4,99174,7426,5,,148,7,4,5
Victor Allen,acb2d7c5,Online Application,Hired,20-08-2022,Passed,30-08-2021,Failed,05-09-2022,Passed,Other,IT,Full-time,09-09-2023,Voluntary,Other,28,81694,6103,3,,52,6,2,3
Christina Hansen,c03cacce,Agency,Hired,30-12-2021,Passed,02-10-2021,Failed,26-05-2021,Failed,Male,Operations,Contract,,Involuntary,Retirement,24,70891,8422,2,,27,5,6,3
Donald Kennedy,71dff92f,Internal,Hired,13-11-2022,Failed,24-06-2023,Passed,19-09-2021,Failed,Other,Marketing,Full-time,13-07-2023,Voluntary,Termination,16,134363,19683,2,06-06-2023,6,9,5,3
Amy Nguyen,a50ec63b,Internal,Hired,26-03-2023,Failed,25-11-2022,Failed,29-12-2020,Passed,Other,HR,Part-time,03-01-2023,,Layoff,18,111103,18926,3,,25,1,4,11
Angela Miller,b119875d,Internal,Hired,30-06-2020,Passed,31-07-2021,Passed,22-06-2023,Passed,Male,Operations,Part-time,25-08-2023,Involuntary,Termination,6,145451,15363,4,,113,2,10,14
Bill Hanna,570d33620,Agency,Hired,04-10-2022,Passed,20-05-2022,Failed,06-01-2022,Passed,Female,Operations,Contract,13-07-2023,Voluntary,Termination,30,143824,2499,4,30-04-2024,162,3,6,1
Troy Zimmerman,6fcc8bf2,Online Application,New hire,20-01-2024,Failed,24-11-2022,Failed,28-02-2024,Failed,Female,HR,Contract,13-07-2023,Voluntary,Layoff,16,72477,11153,2,31-07-2024,119,9,2,15
Kimberly Hughes,e8bf5ede,Internal,Hired,02-10-2020,Failed,11-01-2022,Failed,26-09-2022,Failed,Other,Operations,Part-time,,Involuntary,Other,25,93672,14956,2,,41,6,2,1
Cynthia Miller,57d74505,Internal,Hired,02-03-2021,Failed,05-03-2024,Passed,08-02-2022,Failed,Male,IT,Contract,,Voluntary,Retirement,15,119415,16678,5,,78,2,6,8
Richard Wheeler,25cb7e07,Agency,Hired,03-03-2022,Failed,19-07-2021,Passed,09-08-2022,Passed,Other,Operations,Part-time,,,Other,10,90900,10911,1,,151,8,8,14
John Griffin,c67b76a6,Agency,Hired,04-06-2022,Failed,06-01-2022,Failed,22-10-2023,Passed,Female,Marketing,Full-time,,Voluntary,Other,16,94459,11864,4,04-12-2022,97,7,5,1
Andre Duncan,53ee788e,Agency,Hired,05-08-2024,Passed,18-04-2024,Passed,03-04-2020,Passed,Female,Marketing,Contract,,Voluntary,Personal Reasons,27,78818,6646,3,,38,1,1,13
Jason Miller,76d838ed,Internal,Hired,19-11-2021,Passed,01-06-2020,Passed,21-08-2020,Failed,Male,Sales,Full-time,,Voluntary,Personal Reasons,20,104501,3290,2,,197,3,7,2
Marco Warren,959a3092,Online Application,Hired,07-04-2022,Failed,17-10-2023,Failed,19-11-2023,Failed,Other,HR,Part-time,,Involuntary,Layoff,25,134583,17221,2,,5,3,6,4
Tina Floyd,b0144466,Internal,Hired,08-02-2022,Failed,20-07-2023,Failed,04-07-2024,Passed,Male,Operations,Contract,11-09-2022,,Personal Reasons,23,86102,15429,2,,162,8,4,9
Crystal Robinson,4fbf96ff,Internal,Hired,19-02-2021,Failed,10-08-2020,Failed,27-11-2021,Failed,Other,IT,Part-time,19-10-2021,Involuntary,Other,30,146153,16456,5,16-12-2023,111,6,4,7
Jodi Gutierrez,f702fdcf,Agency,Hired,19-11-2023,Passed,14-08-2024,Failed,09-06-2020,Passed,Female,HR,Contract,,Involuntary,,3,91214,12079,2,25-01-2024,20,1,9,4
Dr. Cynthia Martin,80d9936f,Online Application,Hired,13-07-2023,Passed,27-02-2022,Failed,30-01-2022,Passed,Female,Operations,Contract,,Involuntary,Other,18,45538,11435,1,,46,2,10,2
Jessica Davis,e7cdc8bf,Agency,New hire,16-02-2021,Failed,08-01-2020,Passed,02-11-2022,Passed,Male,Finance,Full-time,,Voluntary,Termination,12,96504,15946,2,,99,1,2,2
Tom Jones,9f0ec8c1,Internal,New hire,09-01-2022,Failed,13-02-2024,Passed,03-08-2021,Failed,Female,HR,Part-time,11-08-2023,Voluntary,Retirement,6,91144,4798,3,,87,3,5,14
Joshua Evans,0fa9c3ae,Internal,Hired,07-12-2021,Failed,13-09-2020,Passed,25-02-2024,Failed,Other,Operations,Part-time,,Voluntary,Other,5,130255,18632,1,,145,5,2,13
Mark Edwards,aafb943a,Internal,New hire,18-04-2022,Passed,16-12-2020,Failed,07-07-2023,Passed,Male,HR,Full-time,,,Layoff,15,56168,10629,4,,92,7,2,10
Antonio Wu,28017176,Internal,Hired,09-08-2021,Passed,25-04-2021,Failed,27-05-2021,Failed,Male,HR,Part-time,,Involuntary,Retirement,4,46111,12726,2,,12,6,1,9
Richard Conley,48c401f4,Internal,Hired,22-03-2023,Failed,11-06-2022,Passed,05-02-2023,Passed,Male,Sales,Part-time,07-07-2021,Involuntary,Other,26,128746,19344,3,30-05-2022,91,6,5,2
Melissa Wright,bc42f442,Online Application,Hired,17-02-2023,Failed,04-12-2023,Failed,30-08-2024,Passed,Male,Sales,Full-time,07-07-2021,Involuntary,Other,8,72590,6466,3,25-09-2022,47,8,7,7
Christopher Guerrero,fe340e3c,Agency,New hire,28-10-2022,Passed,08-03-2024,Passed,23-01-2020,Failed,Male,IT,Contract,07-07-2021,Involuntary,Retirement,20,96407,1036,3,20-05-2023,197,10,1,3
Matthew Garcia,db678c06,Agency,Hired,22-07-2024,Passed,24-11-2022,Failed,15-01-2022,Failed,Male,Sales,Part-time,,Voluntary,Termination,26,105420,4507,2,,71,8,7,6
Matthew Booth,0e432d2c,Internal,New hire,02-01-2023,Passed,19-07-2020,Failed,02-07-2023,Failed,Other,HR,Full-time,07-07-2021,Involuntary,Layoff,26,77363,18271,2,10-04-2020,8,1,10,9
Justin Murphy,0c54375d,Internal,Hired,14-02-2022,Failed,31-12-2023,Passed,25-05-2021,Failed,Female,IT,Full-time,,Involuntary,,28,90976,13911,2,,79,4,3,2
Matthew Oneill,80d9d865,Agency,Hired,12-05-2022,Passed,29-07-2021,Failed,24-07-2021,Passed,Other,Sales,Contract,07-07-2021,Involuntary,,26,106102,17276,1,27-10-2020,126,10,2,4
Caroline Leonard,a23a8a3d,Internal,Hired,28-03-2023,Failed,07-06-2021,Failed,19-06-2021,Passed,Female,Finance,Full-time,,,Retirement,20,45781,14975,1,08-10-2023,126,10,7,9
Denise Gentry,3ef30eb8,Online Application,Hired,08-04-2024,Passed,23-05-2022,Failed,09-01-2024,Passed,Male,Operations,Contract,,Voluntary,Retirement,26,127534,10615,1,,89,6,6,11
Donald Smith,e103b071,Online Application,Hired,17-08-2023,Passed,05-07-2021,Passed,31-01-2024,Failed,Male,Sales,Full-time,,Voluntary,Other,30,77727,1973,2,,182,10,1,3
Rodney Jackson,3c1274bd,Online Application,Hired,04-05-2021,Passed,22-04-2020,Passed,13-10-2023,Passed,Other,IT,Contract,,,,12,131934,3758,1,,49,1,1,4
Larry Vang,4578021a,Agency,Hired,31-10-2022,Passed,30-05-2024,Failed,25-06-2023,Passed,Male,Operations,Contract,28-09-2021,Voluntary,Termination,11,71667,4075,4,,194,8,8,9
Tammy Serrano,18704463,Internal,Hired,30-09-2022,Passed,26-09-2021,Failed,16-03-2024,Failed,Other,Operations,Part-time,,,Layoff,22,115876,2775,4,,132,3,5,14
Virginia Reyes,dd71ae75,Internal,Hired,23-11-2020,Failed,02-03-2022,Passed,20-05-2022,Passed,Female,Operations,Contract,,Voluntary,Retirement,3,50381,11519,4,30-01-2020,32,6,7,7
John Whitaker,e6d5f13c,Internal,Hired,26-03-2021,Passed,10-11-2022,Failed,07-04-2022,Passed,Other,Operations,Full-time,,Voluntary,Retirement,22,62677,17087,1,,50,9,8,0
Tyler Tate,128ffd3b,Online Application,Hired,11-01-2021,Passed,16-08-2021,Passed,23-11-2022,Failed,Other,Operations,Part-time,11-01-2023,Voluntary,Layoff,3,134565,5588,5,,108,1,5,3
Carolyn Santos,8bab0ea1,Agency,Hired,26-09-2021,Failed,14-12-2023,Failed,27-08-2022,Passed,Female,IT,Contract,,Voluntary,,22,129703,3308,2,,69,4,1,5
John Martin,83cf0fe7,Agency,New hire,26-07-2022,Passed,28-01-2024,Passed,31-08-2022,Passed,Other,Sales,Part-time,,Voluntary,Retirement,8,73351,13129,2,,4,10,5,7
Ashley Wade,73ec3ae5,Online Application,New hire,25-06-2022,Passed,03-04-2021,Failed,27-05-2023,Passed,Male,Marketing,Part-time,,Involuntary,Layoff,1,137646,9740,5,22-03-2023,193,8,4,1
Kristine Gutierrez,f4812ae8,Agency,Hired,20-01-2022,Failed,26-06-2022,Passed,31-08-2020,Passed,Male,HR,Part-time,,Voluntary,Layoff,20,70129,1929,1,07-04-2022,56,10,7,12
Terry Banks,5217d4cc,Internal,Hired,10-02-2022,Failed,09-04-2023,Failed,28-04-2021,Passed,Other,IT,Contract,,,,21,74850,9612,2,,17,9,2,1
Victoria Young,918b5e51,Online Application,New hire,30-04-2024,Passed,29-01-2020,Passed,03-03-2020,Passed,Other,IT,Part-time,31-03-2020,Involuntary,Retirement,20,74730,19121,3,15-03-2024,64,10,1,11
Brittany Phillips,a9a8f661,Internal,Hired,15-04-2023,Failed,02-10-2022,Passed,02-03-2023,Passed,Female,HR,Full-time,,Voluntary,,1,102095,12075,2,,136,6,8,12
Wendy Willis,79c36fe4,Agency,New hire,14-02-2022,Failed,23-08-2021,Failed,14-02-2022,Passed,Other,Sales,Part-time,11-12-2020,Voluntary,Termination,16,71052,14105,2,,86,6,10,6
Deborah Rogers,b4f64207,Online Application,Hired,15-11-2021,Failed,06-08-2023,Passed,21-12-2022,Failed,Male,Operations,Part-time,15-07-2023,,Other,17,44971,5126,5,,166,6,8,6
Edward Sanford,224680c1,Agency,Hired,04-09-2024,Passed,10-08-2021,Failed,23-01-2021,Failed,Male,Sales,Part-time,17-03-2022,Involuntary,Layoff,7,88916,9523,2,,18,7,2,1
Timothy Delgado,0aae7ae5,Agency,Hired,14-05-2022,Failed,01-06-2023,Passed,04-04-2023,Failed,Other,Operations,Contract,05-02-2020,Involuntary,Termination,16,103098,18933,1,,47,9,6,10
Jose Donaldson,ff621e57,Internal,Hired,10-06-2021,Failed,16-03-2021,Failed,15-05-2022,Failed,Other,IT,Contract,,Voluntary,Layoff,18,92094,12922,5,,91,4,10,0
David Davis,248d237f,Agency,New hire,18-06-2022,Failed,02-04-2021,Passed,21-06-2021,Failed,Other,Finance,Part-time,,Involuntary,,5,55081,6087,2,,195,6,4,9
Cindy Cole,ceed6082,Agency,Hired,11-01-2022,Passed,19-02-2020,Passed,11-01-2023,Passed,Female,IT,Part-time,,Involuntary,Termination,14,58358,3259,1,,103,6,10,6
Denise Moses,97f6c2af,Online Application,Hired,13-06-2020,Failed,01-08-2024,Failed,05-07-2021,Failed,Male,Sales,Full-time,31-12-2023,,Retirement,18,136822,3703,5,03-03-2021,160,2,6,9
Mary King,c39ac60c,Agency,Hired,10-05-2023,Failed,13-05-2021,Passed,04-06-2022,Failed,Other,Sales,Contract,30-05-2020,Voluntary,,23,126791,7616,3,,195,3,8,7
Holly Saunders MD,47ac639f,Internal,New hire,29-01-2023,Passed,06-04-2023,Passed,21-07-2021,Failed,Female,Operations,Contract,,Involuntary,Termination,5,118555,7252,1,,1,10,3,6
Matthew Smith,2d38ccbe,Internal,Hired,20-10-2020,Failed,06-05-2020,Failed,14-12-2022,Failed,Male,Sales,Part-time,,,Retirement,8,52994,7404,4,24-10-2020,45,7,3,6
Thomas Baker,ef5b8a90,Agency,Hired,10-12-2023,Failed,10-04-2020,Failed,05-05-2024,Passed,Male,HR,Full-time,,,Personal Reasons,4,99189,16277,5,,123,6,4,0
Mercedes Sanders,c347e410,Online Application,New hire,20-05-2023,Passed,03-02-2023,Failed,30-04-2022,Failed,Male,Operations,Full-time,,Involuntary,Personal Reasons,2,101832,10167,5,04-11-2020,86,7,6,8
Stacy Peterson,3ccdc507,Agency,Hired,18-11-2021,Passed,30-01-2021,Failed,02-07-2021,Failed,Female,HR,Part-time,12-10-2021,Involuntary,Termination,15,110290,12956,4,,181,9,8,14
Pamela Haas,3f59653c,Online Application,New hire,13-09-2023,Failed,15-07-2023,Failed,16-05-2020,Failed,Other,Sales,Part-time,29-12-2021,,Retirement,4,54672,13973,5,,108,2,1,5
Lindsay Moss,ea2c57ac,Internal,Hired,09-03-2023,Passed,23-08-2021,Failed,17-11-2020,Passed,Male,Operations,Contract,,Involuntary,Termination,16,132288,13587,5,,24,3,10,13
Ronnie Silva,7535f02d,Agency,New hire,17-07-2023,Failed,10-02-2024,Passed,07-03-2024,Failed,Male,Finance,Part-time,,Voluntary,Other,5,115497,16362,3,15-06-2023,138,7,10,12
Andrew Anderson,1b2544c8,Online Application,New hire,25-09-2022,Failed,11-01-2021,Passed,11-01-2024,Passed,Other,Operations,Full-time,,Voluntary,Personal Reasons,24,128784,12938,3,,126,4,8,7
Monica Perez,b39d4559,Agency,Hired,27-01-2022,Passed,08-03-2024,Passed,26-08-2021,Passed,Other,Finance,Part-time,,Voluntary,,9,133426,18918,1,,114,10,8,9
Todd Wright,270161d5,Online Application,New hire,25-11-2021,Failed,11-05-2021,Passed,05-06-2022,Passed,Male,Sales,Contract,,,Other,19,147230,7900,4,,37,7,1,1
Stephanie Patel,5f81e73d,Agency,Hired,20-06-2024,Failed,14-04-2020,Passed,10-05-2022,Failed,Male,Operations,Contract,,Voluntary,Layoff,3,96440,13843,1,,44,6,2,0
Jennifer Clark,2df87963,Internal,New hire,08-08-2024,Passed,01-07-2022,Passed,30-11-2023,Failed,Male,Finance,Contract,,,Personal Reasons,10,47467,16968,3,,174,7,3,1
Jason Ortega,696efa2b,Online Application,New hire,04-10-2020,Failed,20-04-2024,Passed,21-12-2022,Failed,Male,HR,Part-time,11-02-2023,,Personal Reasons,8,57092,16417,4,,187,4,9,12
Kristi Shaw,e4ad3a48,Online Application,Hired,20-01-2021,Failed,12-08-2020,Passed,11-12-2022,Passed,Female,Operations,Full-time,03-06-2020,,Retirement,28,116731,5345,1,,101,7,9,4
Jared Gardner,f1fc0683,Internal,Hired,10-01-2020,Failed,10-11-2021,Passed,02-03-2021,Failed,Male,Marketing,Part-time,05-11-2023,Voluntary,Layoff,20,89929,9719,1,07-09-2021,141,6,8,3
Kyle Costa,e36eb8ad,Internal,New hire,12-08-2024,Failed,11-04-2023,Failed,26-02-2020,Failed,Female,Marketing,Part-time,16-10-2022,Involuntary,Retirement,27,142568,11084,3,,109,1,3,9
Teresa Wang,4b0d32d3,Internal,Hired,25-01-2023,Failed,03-02-2020,Failed,01-07-2020,Failed,Male,Operations,Full-time,,Involuntary,Layoff,15,49820,12107,2,,122,1,4,0
Mr. Alexander Howell DDS,8b546862,Online Application,Hired,28-12-2022,Failed,03-08-2020,Failed,06-07-2021,Failed,Male,Sales,Full-time,31-07-2024,Voluntary,Retirement,28,70981,16655,2,11-01-2024,50,7,2,0
Francisco Martinez,bbda8214,Internal,Hired,08-06-2022,Failed,10-02-2021,Passed,06-12-2022,Passed,Male,Operations,Full-time,,Voluntary,Termination,18,47838,11135,4,,92,10,9,2
Dr. Sara Sanford,214ccc82,Internal,New hire,20-07-2022,Failed,24-10-2020,Passed,21-10-2020,Passed,Other,Finance,Part-time,13-02-2022,Voluntary,Other,1,127211,15115,2,,12,8,4,8
Lori Gillespie,db91bc7a,Agency,Hired,09-12-2023,Passed,10-03-2021,Failed,10-04-2024,Passed,Other,Marketing,Part-time,31-07-2024,Involuntary,Layoff,30,90975,8535,3,25-12-2021,155,8,9,5
Michele Meyer,f24e8e40,Agency,Hired,02-04-2022,Failed,24-08-2022,Passed,12-01-2023,Failed,Male,Operations,Contract,04-07-2020,Involuntary,,28,53369,7076,3,,9,3,5,13
Kenneth Nelson,99e77d2b,Online Application,Hired,03-07-2024,Failed,05-04-2024,Failed,31-07-2024,Failed,Other,Marketing,Contract,31-07-2024,Involuntary,Layoff,9,131752,3691,4,07-08-2021,96,6,10,13
William Franco,ee120d59,Internal,New hire,23-05-2022,Passed,08-11-2022,Passed,05-09-2020,Failed,Other,HR,Contract,31-07-2024,Involuntary,Personal Reasons,13,115947,6345,2,01-07-2022,123,4,2,11
Christopher Allen,c3fcbce4,Agency,Hired,26-06-2024,Passed,20-06-2020,Failed,22-05-2023,Passed,Other,Operations,Full-time,31-07-2024,Voluntary,Layoff,17,77118,8835,3,31-05-2024,1,9,9,11
Lisa Davidson,869275c8,Internal,Hired,21-07-2020,Passed,08-03-2024,Passed,07-02-2023,Failed,Female,Finance,Contract,,Voluntary,Termination,1,73192,1940,5,,50,9,4,3
Stephanie Lopez,6e7175dc,Internal,Hired,14-02-2023,Failed,14-11-2022,Passed,24-02-2021,Passed,Male,Sales,Full-time,,Voluntary,Personal Reasons,18,102036,19807,2,,84,2,4,4
Courtney Savage,4bafac9b,Online Application,Hired,29-07-2021,Passed,26-04-2023,Passed,21-02-2020,Passed,Other,HR,Part-time,09-11-2022,Involuntary,,7,41558,10928,3,,175,4,9,11
Kevin Mitchell,3b197254,Agency,Hired,31-08-2022,Passed,17-07-2024,Failed,17-05-2020,Failed,Male,Finance,Full-time,,Voluntary,Retirement,9,56196,1414,3,,144,7,5,2
Monica Chavez,af25d2b1,Internal,New hire,05-09-2023,Passed,14-11-2021,Failed,12-08-2021,Passed,Other,HR,Full-time,16-02-2021,Involuntary,Other,17,56446,9383,4,,76,3,7,15
Tammy Patton,508689b4,Agency,Hired,12-05-2021,Failed,24-11-2022,Failed,27-01-2022,Passed,Female,Finance,Contract,,Involuntary,Layoff,21,65197,19496,4,,199,5,10,7
Richard Jones,34521fe9,Internal,Hired,17-12-2022,Passed,22-11-2023,Failed,07-11-2023,Passed,Female,Operations,Contract,31-07-2024,Voluntary,Layoff,15,129880,13484,5,20-10-2020,200,8,5,11
Whitney Vaughn,b18c9b81,Online Application,Hired,04-03-2022,Passed,30-03-2023,Failed,25-04-2020,Failed,Other,HR,Contract,,Involuntary,Termination,7,61039,10078,2,,29,5,2,5
Jodi Gomez,7953b9ce,Agency,Hired,03-05-2020,Passed,01-01-2020,Passed,13-06-2022,Passed,Other,Marketing,Part-time,,Involuntary,Termination,22,126951,1501,3,,180,8,1,15
Edward Warren,a5b5913b,Internal,New hire,08-08-2020,Failed,02-11-2021,Passed,22-11-2021,Passed,Female,Operations,Contract,31-07-2024,Involuntary,Personal Reasons,17,68835,10937,3,22-08-2022,13,2,5,15
Sarah Brown,032d7688,Agency,Hired,12-07-2020,Failed,06-08-2020,Failed,05-12-2020,Failed,Male,Sales,Contract,01-01-2022,Voluntary,Other,3,77022,16197,3,,52,9,3,6
Jimmy Cole,dd6aa189,Online Application,Hired,16-01-2021,Passed,23-02-2020,Failed,21-12-2021,Passed,Male,IT,Full-time,,Involuntary,Termination,24,77058,8349,3,,12,7,2,0
Cody Hart DDS,e31eb6bd,Agency,Hired,21-05-2020,Failed,27-11-2020,Failed,28-05-2022,Failed,Female,Operations,Contract,02-06-2022,Voluntary,Retirement,28,146559,5931,5,06-07-2023,119,10,8,0
Christopher Colon,a332dd2c,Agency,Hired,06-12-2022,Failed,05-01-2020,Passed,19-05-2020,Passed,Female,HR,Contract,,Voluntary,Personal Reasons,26,137697,16254,4,,174,2,10,8
Mark Jones,6aadf50b,Agency,Hired,26-02-2022,Passed,28-09-2022,Passed,16-10-2022,Failed,Male,IT,Contract,,Voluntary,Personal Reasons,17,92217,16517,3,20-05-2021,152,6,7,14
John Allen,ceb7a3e9,Agency,Hired,13-02-2023,Failed,13-03-2023,Failed,17-08-2021,Failed,Male,Marketing,Part-time,08-09-2022,Involuntary,,17,84511,18073,1,26-04-2024,182,7,2,0
Cynthia Bush,b45625cb,Agency,Hired,08-02-2022,Passed,12-05-2024,Passed,09-09-2022,Failed,Other,Operations,Contract,,,,13,93355,12261,2,,23,3,3,4
Rachel Craig,5e32e14e,Internal,Hired,02-08-2020,Failed,05-11-2021,Passed,09-05-2024,Passed,Male,HR,Contract,,Involuntary,Termination,7,139709,16020,5,,175,7,2,11
Ellen Rhodes,93e55574,Agency,Hired,09-05-2020,Passed,27-10-2023,Passed,17-10-2022,Passed,Male,Marketing,Full-time,,Involuntary,Layoff,16,45119,9977,2,,99,3,7,12
James Morgan,245184ba,Internal,Hired,07-02-2021,Passed,08-04-2024,Passed,12-11-2022,Passed,Male,Marketing,Contract,,Involuntary,,30,105169,1183,4,,156,7,6,12
Maria Walker,ae6339b0,Agency,Hired,17-12-2023,Failed,21-05-2022,Failed,17-01-2021,Passed,Other,IT,Part-time,,Voluntary,Termination,26,73989,8713,2,,103,2,5,9
Charles Pena,e5997c44,Online Application,New hire,18-11-2023,Failed,27-11-2021,Passed,16-03-2023,Passed,Female,HR,Contract,13-08-2022,Involuntary,Other,4,141382,8963,4,,61,7,3,2
Jack Hopkins,a80fd275,Internal,New hire,29-08-2021,Failed,01-07-2024,Failed,09-07-2023,Failed,Female,Operations,Full-time,,Voluntary,Personal Reasons,9,69579,12745,1,,185,6,5,12
Eric Stanley,fff7cf05,Agency,New hire,13-10-2020,Passed,10-05-2021,Passed,27-08-2020,Failed,Other,HR,Contract,19-05-2022,,Personal Reasons,16,70823,9242,4,,55,9,10,4
Michael Simmons,34922db1,Internal,Hired,19-11-2023,Passed,07-02-2022,Passed,15-01-2024,Failed,Female,Finance,Part-time,08-09-2022,Voluntary,Termination,24,53550,9551,3,27-02-2023,123,4,5,7
Michelle Logan,b905d13c,Internal,Hired,26-06-2024,Failed,22-01-2023,Passed,28-11-2022,Failed,Female,Finance,Full-time,,,Layoff,12,89445,4263,2,,132,1,3,7
Alyssa Lamb,32e918d8,Online Application,Hired,10-08-2022,Passed,18-09-2021,Failed,05-08-2021,Failed,Male,IT,Full-time,,Voluntary,Layoff,25,54167,14452,3,,66,3,3,4
Gina Collins,80eb9e55,Agency,Hired,20-03-2021,Failed,06-04-2021,Failed,25-04-2020,Passed,Other,HR,Part-time,06-01-2023,Involuntary,Retirement,28,127111,4048,4,,38,8,4,15
Elizabeth Fisher,0e02e65f,Internal,Hired,30-01-2021,Failed,06-08-2022,Failed,08-12-2020,Passed,Female,Sales,Contract,08-09-2022,,Retirement,12,104948,11440,4,11-05-2020,92,2,6,7
Stephanie Preston,fe7a5d2b,Internal,New hire,18-07-2020,Passed,12-04-2022,Passed,17-12-2021,Failed,Male,Operations,Full-time,08-09-2022,Involuntary,Other,8,47933,8885,3,03-04-2020,189,1,5,5
Adam Owens MD,af656807,Online Application,Hired,27-08-2023,Failed,21-06-2021,Passed,07-10-2021,Passed,Female,Marketing,Part-time,08-09-2022,,Other,13,99880,5213,2,05-11-2022,108,3,9,11
Jacqueline Hickman,2a797d09,Agency,Hired,15-10-2021,Failed,13-01-2023,Failed,13-08-2021,Failed,Male,IT,Contract,,Involuntary,Other,27,141717,13171,5,,66,2,3,8
Peggy Lewis,350820f5,Online Application,Hired,21-02-2024,Failed,09-11-2020,Passed,02-05-2021,Failed,Male,IT,Full-time,,Involuntary,Personal Reasons,23,55807,17589,4,,131,5,3,15
Philip Copeland,6167aabe,Internal,New hire,08-09-2023,Failed,06-09-2020,Passed,26-04-2024,Passed,Female,IT,Full-time,,Involuntary,Other,17,41782,15413,3,,136,1,2,11
Caitlin Waller,71717c15,Internal,Hired,16-01-2020,Passed,14-03-2021,Failed,02-07-2023,Passed,Other,Finance,Part-time,09-12-2020,,Retirement,7,94556,19055,1,,87,6,7,10
Jessica Ramos,c3e7d1d4,Agency,Hired,17-01-2020,Failed,14-12-2020,Passed,14-11-2021,Failed,Male,IT,Full-time,24-06-2024,,Layoff,12,45140,12355,5,22-01-2024,156,7,3,3
Mark Carter,5f12a0a8,Internal,Hired,27-12-2022,Failed,10-06-2024,Passed,21-09-2020,Failed,Other,Sales,Full-time,,,,9,68179,3822,2,,115,5,8,6
Lauren Lynn,7c1f2bd0,Agency,New hire,20-01-2020,Passed,07-08-2023,Failed,12-02-2020,Passed,Male,Finance,Part-time,,Involuntary,Retirement,4,120381,17420,3,,45,9,9,6
Patrick Davis,f716cc21,Internal,Hired,07-09-2021,Failed,27-08-2024,Failed,24-08-2020,Passed,Other,Marketing,Part-time,,Voluntary,Termination,12,63377,14743,1,,43,1,8,10
Carol Moss,b8c7559d,Agency,New hire,21-08-2023,Failed,22-04-2024,Failed,02-03-2021,Failed,Other,Marketing,Full-time,24-06-2024,Voluntary,Other,27,104390,11507,3,02-06-2021,181,4,2,6
